gp,postcode,nhs_url
Woodhouse Hill Surgery,HD2 1DH,https://www.nhs.uk/services/gp-surgery/woodhouse-hill-surgery/B85048
Shepley Primary Care Limited,HD8 8DJ,https://www.nhs.uk/services/gp-surgery/shepley-primary-care-limited/B85005
Attleborough Surgery,NR17 2AS,https://www.nhs.uk/services/gp-surgery/attleborough-surgery/D82034
Spring House Health,AL7 4HL,https://www.nhs.uk/services/gp-surgery/spring-house-health/Y02639
Hollybush Lane Surgery ,AL7 4JS,https://www.nhs.uk/services/gp-surgery/hollybush-lane-surgery/E82040002
Hannage Brook Medical Centre,DE4 4JG,https://www.nhs.uk/services/gp-surgery/hannage-brook-medical-centre/C81062
Credas Medical,DE4 2EU,https://www.nhs.uk/services/gp-surgery/credas-medical/C81030
Peak & Dales Medical Partnership,DE45 1ED,https://www.nhs.uk/services/gp-surgery/peak-and-dales-medical-partnership/C81016
Keldregate Surgery,HD2 1LE,https://www.nhs.uk/services/gp-surgery/keldregate-surgery/B85028001
Birkby Health Centre,HD2 2YD,https://www.nhs.uk/services/gp-surgery/birkby-health-centre/B85634
New Street & Netherton Group Practice,HD3 4LB,https://www.nhs.uk/services/gp-surgery/new-street-and-netherton-group-practice/B85036
Dr Oxley & Partners,NR17 2AF,https://www.nhs.uk/services/gp-surgery/dr-oxley-and-partners/D82034001
East Enfield Medical Practice (Brick Lane),EN3 5BA,https://www.nhs.uk/services/gp-surgery/east-enfield-medical-practice-brick-lane/B8T9I
The Garden City Practice,AL8 6EH,https://www.nhs.uk/services/gp-surgery/the-garden-city-practice/E82041
Redlands Primary Care,EX17 2AR,https://www.nhs.uk/services/gp-surgery/redlands-primary-care/L83127
Taw Hill Medical Practice,SN25 1UH,https://www.nhs.uk/services/gp-surgery/taw-hill-medical-practice/J83002004
The Gatehouse Medical Centre,DT5 1AU,https://www.nhs.uk/services/gp-surgery/the-gatehouse-medical-centre/J81009001
Royal Manor Health Care,DT5 2BJ,https://www.nhs.uk/services/gp-surgery/royal-manor-health-care/J81009
Carterton Health Centre,OX18 3LJ,https://www.nhs.uk/services/gp-surgery/carterton-health-centre/K84047001
"Dr J Uden & Partners, Carterton",OX18 3LJ,https://www.nhs.uk/services/gp-surgery/dr-j-uden-and-partners-carterton/K84010001
Broadshires Health Centre,OX18 1JA,https://www.nhs.uk/services/gp-surgery/broadshires-health-centre/K84075
Upton Village Surgery,CH2 1HD,https://www.nhs.uk/services/gp-surgery/upton-village-surgery/N81100
Dr Yates Do Branch,ST10 2LD,https://www.nhs.uk/services/gp-surgery/dr-yates-do-branch/M83108001
Leek Health Centre,ST13 6JB,https://www.nhs.uk/services/gp-surgery/leek-health-centre/M83012
Dr J Greig & Partners,ST13 6LU,https://www.nhs.uk/services/gp-surgery/dr-j-greig-and-partners/M83079
Park Medical Centre,ST13 6QR,https://www.nhs.uk/services/gp-surgery/park-medical-centre/M83071
Medicus Select Care Blmk Ccg,EN1 3LL,https://www.nhs.uk/services/gp-surgery/medicus-select-care-blmk-ccg/Y07040
Medicus Health Partners - Carlton House,EN1 3LL,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-carlton-house/I1Z8L
Eagle House Surgery,EN3 4DN,https://www.nhs.uk/services/gp-surgery/eagle-house-surgery/F85004
The Weaverham Surgery,CW8 3EU,https://www.nhs.uk/services/gp-surgery/the-weaverham-surgery/N81051
Brookside Surgery,WA6 8AR,https://www.nhs.uk/services/gp-surgery/brookside-surgery/N81030001
Tadpole Surgery,SN25 2PP,https://www.nhs.uk/services/gp-surgery/tadpole-surgery/E3K8O
Westrop Medical Practice,SN2 2JG,https://www.nhs.uk/services/gp-surgery/westrop-medical-practice/J83002
Barrow Surgery,IP29 5DX,https://www.nhs.uk/services/gp-surgery/barrow-surgery/D83013001
Eastmoor Health Centre,WF1 4SD,https://www.nhs.uk/services/gp-surgery/eastmoor-health-centre/B87604
Warrengate Medical Centre,WF1 4PR,https://www.nhs.uk/services/gp-surgery/warrengate-medical-centre/B87004
Sharlston Medical Practice,WF4 1AF,https://www.nhs.uk/services/gp-surgery/sharlston-medical-practice/B87028001
Kirkbymoorside Surgery,YO62 6AR,https://www.nhs.uk/services/gp-surgery/kirkbymoorside-surgery/B82077
ASHOVER MEDICAL CENTRE,S45 0BA,https://www.nhs.uk/services/gp-surgery/ashover-medical-centre/C81611
Alton Surgery,ST10 4AP,https://www.nhs.uk/services/gp-surgery/alton-surgery/M83640
Pinehill Surgery,GU35 0BS,https://www.nhs.uk/services/gp-surgery/pinehill-surgery/J82184
Odiham Health Centre,RG29 1JY,https://www.nhs.uk/services/gp-surgery/odiham-health-centre/J82061
Holly Tree Surgery,GU10 4TG,https://www.nhs.uk/services/gp-surgery/holly-tree-surgery/H81110
Royal Primary Care Clay Cross,S45 9NR,https://www.nhs.uk/services/gp-surgery/royal-primary-care-clay-cross/C81008
Clay Cross Medical Centre,S45 9NG,https://www.nhs.uk/services/gp-surgery/clay-cross-medical-centre/C81056
Wingerworth Medical Centre,S42 6PX,https://www.nhs.uk/services/gp-surgery/wingerworth-medical-centre/C81658
Tupton Surgery,S42 6ED,https://www.nhs.uk/services/gp-surgery/tupton-surgery/C81056001
St Lawrence Road Surgery,S42 5LH,https://www.nhs.uk/services/gp-surgery/st-lawrence-road-surgery/C81647
East Enfield Medical Centre,EN3 4EZ,https://www.nhs.uk/services/gp-surgery/east-enfield-medical-centre/F85634
North Wingfield Medical Centre,S42 5ND,https://www.nhs.uk/services/gp-surgery/north-wingfield-medical-centre/C81055
Royal Primary Care Chesterfield,S40 2HP,https://www.nhs.uk/services/gp-surgery/royal-primary-care-chesterfield/Y04995
Inspire Health - Hasland Medical Centre,S41 0NZ,https://www.nhs.uk/services/gp-surgery/inspire-health-hasland-medical-centre/C81084002
Dr KS Upton's Practice,ST10 1BH,https://www.nhs.uk/services/gp-surgery/dr-ks-upton-s-practice/M83096
Dr Do Yates' Practice,ST10 1EY,https://www.nhs.uk/services/gp-surgery/dr-do-yates-practice/M83108
Dr P Craven's Practice,ST10 1HJ,https://www.nhs.uk/services/gp-surgery/dr-p-craven-s-practice/M83103
Imperial Road Surgery,DE4 3NL,https://www.nhs.uk/services/gp-surgery/imperial-road-surgery/C81028
Medicus Health Partners - Alma Healthcare Centre,EN3 4GS,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-alma-healthcare-centre/B6S7Y
Medicus Health Partners - Willow House,EN1 3AZ,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-willow-house/Z3D3X
Medicus Health Partners - Southbury Road,EN1 1PJ,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-southbury-road/D6Q8D
North Swindon Practice,SN25 1QQ,https://www.nhs.uk/services/gp-surgery/north-swindon-practice/J83057
Inspire Health - Hasland Surgery,S41 0RG,https://www.nhs.uk/services/gp-surgery/inspire-health-hasland-surgery/C81084001
White Lodge Medical Practice,EN2 6NL,https://www.nhs.uk/services/gp-surgery/white-lodge-medical-practice/F85025
Abernethy House Surgery,EN1 3EB,https://www.nhs.uk/services/gp-surgery/abernethy-house-surgery/F85029
Abbey Meads Medical Pract,SN25 4YZ,https://www.nhs.uk/services/gp-surgery/abbey-meads-medical-pract/J83035
St Johns Medical Centre,WA14 1PF,https://www.nhs.uk/services/gp-surgery/st-johns-medical-centre/P91604
BARRINGTON MEDICAL CENTRE,WA14 1PF,https://www.nhs.uk/services/gp-surgery/barrington-medical-centre/P91603
Forest Surgery,IP27 0BU,https://www.nhs.uk/services/gp-surgery/forest-surgery/D83062
ALTRINCHAM MEDICAL PRACTICE,WA14 2DD,https://www.nhs.uk/services/gp-surgery/altrincham-medical-practice/P91004
Family Surgery,WA14 1LL,https://www.nhs.uk/services/gp-surgery/family-surgery/P91617
WEST TIMPERLEY MEDICAL CENTRE,WA14 5PF,https://www.nhs.uk/services/gp-surgery/west-timperley-medical-centre/P91016
Village Surgery,WA15 6PH,https://www.nhs.uk/services/gp-surgery/village-surgery/P91623
Brandon Medical Practice,IP27 0AQ,https://www.nhs.uk/services/gp-surgery/brandon-medical-practice/Y00774
Hingham Surgery,NR9 4JB,https://www.nhs.uk/services/gp-surgery/hingham-surgery/D82085
Cotterils Lane Surgery,B8 3RZ,https://www.nhs.uk/services/gp-surgery/cotterils-lane-surgery/M85680
Fernbank Medical Practice,B8 3HX,https://www.nhs.uk/services/gp-surgery/fernbank-medical-practice/M85110001
Readesmoor Medical Group Practice,CW12 1JP,https://www.nhs.uk/services/gp-surgery/readesmoor-medical-group-practice/N81027
Meadowside Medical Centre,CW12 1DY,https://www.nhs.uk/services/gp-surgery/meadowside-medical-centre/N81118
The Medical Centre,LS9 0NL,https://www.nhs.uk/services/gp-surgery/the-medical-centre/B86062002
Halton Medical Practice,LS15 7HR,https://www.nhs.uk/services/gp-surgery/halton-medical-practice/B86043002
Timperley Health Centre (Westwood),WA15 6PH,https://www.nhs.uk/services/gp-surgery/timperley-health-centre-westwood/P91007
Riddings Family Health Centre,WA15 6BP,https://www.nhs.uk/services/gp-surgery/riddings-family-health-centre/P91631
Park Medical Practice,WA15 7XR,https://www.nhs.uk/services/gp-surgery/park-medical-practice/P91003
"THE LAKES MEDICAL CENTRE,TIMPERLEY",WA15 7JW,https://www.nhs.uk/services/gp-surgery/the-lakes-medical-centre-timperley/P84021002
Pearl Medical Centre,B8 2HB,https://www.nhs.uk/services/gp-surgery/pearl-medical-centre/M85803
Ward End Medical Centre,B8 2JN,https://www.nhs.uk/services/gp-surgery/ward-end-medical-centre/M85066
Naseby Medical Centre,B8 3HE,https://www.nhs.uk/services/gp-surgery/naseby-medical-centre/M85722
Lawton House Surgery,CW12 1QG,https://www.nhs.uk/services/gp-surgery/lawton-house-surgery/N81052
The Garden Surgery,LS9 9EF,https://www.nhs.uk/services/gp-surgery/the-garden-surgery/B86054
Shaftesbury Medical Ctr.,LS9 9EF,https://www.nhs.uk/services/gp-surgery/shaftesbury-medical-ctr/B86016
Helsby Health Centre,WA6 0BW,https://www.nhs.uk/services/gp-surgery/helsby-health-centre/N81005
Princeway Surgeries,WA6 6RX,https://www.nhs.uk/services/gp-surgery/princeway-surgeries/N81030
Oakleaf,B8 3SW,https://www.nhs.uk/services/gp-surgery/oakleaf/Y02794
Hamd Medical Practice,B8 3SW,https://www.nhs.uk/services/gp-surgery/hamd-medical-practice/Y03597
Alum Rock Medical Centre,B8 3QD,https://www.nhs.uk/services/gp-surgery/alum-rock-medical-centre/M85149
Woodhouse Medical Practice,LS6 2SF,https://www.nhs.uk/services/gp-surgery/woodhouse-medical-practice/B86049
Dr Brook And Partners,CH2 4PU,https://www.nhs.uk/services/gp-surgery/dr-brook-and-partners/N81005001
Heath Road Medical Centre,WA7 5TJ,https://www.nhs.uk/services/gp-surgery/heath-road-medical-centre/N81066001
Weaver Vale Practice,WA7 2UT,https://www.nhs.uk/services/gp-surgery/weaver-vale-practice/N81054
Alvaston Medical Centre,DE24 0GE,https://www.nhs.uk/services/gp-surgery/alvaston-medical-centre/C81047
Parkfields Surgery,DE24 8QJ,https://www.nhs.uk/services/gp-surgery/parkfields-surgery/Y05733
New Southgate Surgery,WF1 3JQ,https://www.nhs.uk/services/gp-surgery/new-southgate-surgery/B87027
Trinity Medical Centre,WF1 1PG,https://www.nhs.uk/services/gp-surgery/trinity-medical-centre/B87017
Lister House Chellaston,DE24 8NH,https://www.nhs.uk/services/gp-surgery/lister-house-chellaston/Y05286001
Lister House Chellaston,DE73 6SW,https://www.nhs.uk/services/gp-surgery/lister-house-chellaston/Y05286
The Park Medical Practice ,DE72 3HA,https://www.nhs.uk/services/gp-surgery/the-park-medical-practice/C81051001
Derwent Valley Medical Practice (Branch Site),DE21 7FH,https://www.nhs.uk/services/gp-surgery/derwent-valley-medical-practice-branch-site/C81014001
Outwood Park Medical Centre,WF1 2PE,https://www.nhs.uk/services/gp-surgery/outwood-park-medical-centre/B87013
Maybush Medical Centre,WF1 5PN,https://www.nhs.uk/services/gp-surgery/maybush-medical-centre/B87012
Crofton and Sharlston Med Prac,WF4 1HJ,https://www.nhs.uk/services/gp-surgery/crofton-and-sharlston-med-prac/B87028
Crondall New Surgery,GU10 5RF,https://www.nhs.uk/services/gp-surgery/crondall-new-surgery/J82628
Downing Street Group Practice,GU9 7PA,https://www.nhs.uk/services/gp-surgery/downing-street-group-practice/H81088
Chellaston Medical Centre,DE73 5BG,https://www.nhs.uk/services/gp-surgery/chellaston-medical-centre/C81108003
Chapel Street Medical Centre,DE21 7RJ,https://www.nhs.uk/services/gp-surgery/chapel-street-medical-centre/C81068
Overdale Medical Practice,DE72 3HG,https://www.nhs.uk/services/gp-surgery/overdale-medical-practice/C81066
Osmaston Surgery,DE23 8JX,https://www.nhs.uk/services/gp-surgery/osmaston-surgery/C81071
Medicus Health Partners - Lincoln Road,EN1 1LJ,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-lincoln-road/R3H6S
Nightingale House Surgery,N9 8AJ,https://www.nhs.uk/services/gp-surgery/nightingale-house-surgery/F85058
Hawthorn Medical Centre,SN2 1UU,https://www.nhs.uk/services/gp-surgery/hawthorn-medical-centre/J83027
The Town Surgery Ltd,EN2 6TJ,https://www.nhs.uk/services/gp-surgery/the-town-surgery-ltd/F85678
Wrafton House Surgery,AL10 0BS,https://www.nhs.uk/services/gp-surgery/wrafton-house-surgery/E82002
Lister House Surgery,AL10 0NL,https://www.nhs.uk/services/gp-surgery/lister-house-surgery/E82018
Medicus Health Partners - Trinity Avenue,EN1 1HS,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-trinity-avenue/X6I6K
Parkfield Medical Centre,WV4 6EG,https://www.nhs.uk/services/gp-surgery/parkfield-medical-centre/M92612007
Health and Beyond,WV2 2AU,https://www.nhs.uk/services/gp-surgery/health-and-beyond/M92612
Bath Street Medical Centre,DY3 1LS,https://www.nhs.uk/services/gp-surgery/bath-street-medical-centre/M87621
"Oxford, Thames Valley and South Midlands - Janssen Covid19 Trials",OX28 6JS,https://www.nhs.uk/services/gp-surgery/oxford-thames-valley-and-south-midlands-janssen-covid19-trials/P1E9L
Lime Grove Medical Centre,DE4 3FD,https://www.nhs.uk/services/gp-surgery/lime-grove-medical-centre/C81101
Windrush Medical Practice,OX28 6JS,https://www.nhs.uk/services/gp-surgery/windrush-medical-practice/K84017
Nuffield Health Centre,OX28 6JQ,https://www.nhs.uk/services/gp-surgery/nuffield-health-centre/K84072
Buxton Medical Practice,SK17 9BZ,https://www.nhs.uk/services/gp-surgery/buxton-medical-practice/C81065
Stewart Medical Centre,SK17 6JP,https://www.nhs.uk/services/gp-surgery/stewart-medical-centre/C81034
Elmwood Medical Centre,SK17 9AY,https://www.nhs.uk/services/gp-surgery/elmwood-medical-centre/C81074
The Holloway Surgery,DE4 5AQ,https://www.nhs.uk/services/gp-surgery/the-holloway-surgery/C81094001
Staffa Health - Administration Hub,S45 8JA,https://www.nhs.uk/services/gp-surgery/staffa-health-administration-hub/C81029002
Litton Village Hall,SK17 8QP,https://www.nhs.uk/services/gp-surgery/litton-village-hall/C81039002
Tideswell Surgery,SK17 8NS,https://www.nhs.uk/services/gp-surgery/tideswell-surgery/X9U8G
Watton Medical Practice,IP25 6FA,https://www.nhs.uk/services/gp-surgery/watton-medical-practice/D82063
Chatsworth Road Medical Centre,S40 3PY,https://www.nhs.uk/services/gp-surgery/chatsworth-road-medical-centre/C81067
Staffa Health - Stonebroom,DE55 6LD,https://www.nhs.uk/services/gp-surgery/staffa-health-stonebroom/C81029001
The Surgery At Wheatbridge,S40 2AB,https://www.nhs.uk/services/gp-surgery/the-surgery-at-wheatbridge/C81012
Staffa Health - Holmewood,S42 5RB,https://www.nhs.uk/services/gp-surgery/staffa-health-holmewood/C81029003
Royal Primary Care Chesterfield West,S40 4AA,https://www.nhs.uk/services/gp-surgery/royal-primary-care-chesterfield-west/C81045
Inspire Health,S40 1LE,https://www.nhs.uk/services/gp-surgery/inspire-health/C81084
Royal Primary Care - Holme Hall,S40 4SL,https://www.nhs.uk/services/gp-surgery/royal-primary-care-holme-hall/C81045001
Alverthorpe,WF2 0DP,https://www.nhs.uk/services/gp-surgery/alverthorpe/B87044
Brookvale Practice,WA7 2UT,https://www.nhs.uk/services/gp-surgery/brookvale-practice/N81096
Grove House Practice,WA7 1AB,https://www.nhs.uk/services/gp-surgery/grove-house-practice/N81066
Tower House Practice,WA7 1AB,https://www.nhs.uk/services/gp-surgery/tower-house-practice/N81057
Homestead,WF2 9PE,https://www.nhs.uk/services/gp-surgery/homestead/B87022
Lupset Health Centre,WF2 8FE,https://www.nhs.uk/services/gp-surgery/lupset-health-centre/B87008
Ossett Surgery,WF5 8DF,https://www.nhs.uk/services/gp-surgery/ossett-surgery/B87031
Orchard Croft,WF4 5BY,https://www.nhs.uk/services/gp-surgery/orchard-croft/B87002
Murdishaw,WA7 6ES,https://www.nhs.uk/services/gp-surgery/murdishaw/N81072
Castlefields Health Centre,WA7 2ST,https://www.nhs.uk/services/gp-surgery/castlefields-health-centre/N81019
Westminster Surgery,CH65 2ER,https://www.nhs.uk/services/gp-surgery/westminster-surgery/N81607
York Road Group Practice,CH65 0DB,https://www.nhs.uk/services/gp-surgery/york-road-group-practice/N81063
Old Hall Surgery,CH65 9AD,https://www.nhs.uk/services/gp-surgery/old-hall-surgery/N81117
Balderton Surgery,NG24 3HJ,https://www.nhs.uk/services/gp-surgery/balderton-surgery/Y05369
Fountain Medical Centre,NG24 1QH,https://www.nhs.uk/services/gp-surgery/fountain-medical-centre/C84019
Hook Surgery Reading Road,RG27 9ED,https://www.nhs.uk/services/gp-surgery/hook-surgery-reading-road/J82138001
West Bank Medical Centre,WA8 0NG,https://www.nhs.uk/services/gp-surgery/west-bank-medical-centre/N81011003
Lombard Medical Centre,NG24 4XG,https://www.nhs.uk/services/gp-surgery/lombard-medical-centre/C84029
Barnby Gate Surgery,NG24 1QD,https://www.nhs.uk/services/gp-surgery/barnby-gate-surgery/C84009
Farnham Park Health Group,GU9 9QS,https://www.nhs.uk/services/gp-surgery/farnham-park-health-group/H81027
Richmond Surgery,GU52 7US,https://www.nhs.uk/services/gp-surgery/richmond-surgery/J82099
Bampton Surgery,OX18 2LJ,https://www.nhs.uk/services/gp-surgery/bampton-surgery/K84010
Lechlade Medical Centre,GL7 3RY,https://www.nhs.uk/services/gp-surgery/lechlade-medical-centre/L84010001
Penhill Surgery,SN2 5HN,https://www.nhs.uk/services/gp-surgery/penhill-surgery/J83035001
Mattishall Surgery,NR20 3QA,https://www.nhs.uk/services/gp-surgery/mattishall-surgery/D82039
White Horse Medical Practice,SN7 7YU,https://www.nhs.uk/services/gp-surgery/white-horse-medical-practice/K84051
Crossroads Surgery,SN2 7BG,https://www.nhs.uk/services/gp-surgery/crossroads-surgery/J83035002
Blunsdon Surgery,SN26 7BE,https://www.nhs.uk/services/gp-surgery/blunsdon-surgery/J83002001
Cogges Surgery,OX28 3FS,https://www.nhs.uk/services/gp-surgery/cogges-surgery/K84618
Burvill House Surgery,AL10 8HP,https://www.nhs.uk/services/gp-surgery/burvill-house-surgery/E82023
Annandale Medical Centre,EN6 5DA,https://www.nhs.uk/services/gp-surgery/annandale-medical-centre/E82098
Medicus Health Partners - Bush Hill Park,EN1 1XG,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-bush-hill-park/D9T4W
Highview Medical Centre,EN6 5DA,https://www.nhs.uk/services/gp-surgery/highview-medical-centre/E82078
Medicus Health Partners,N9 7HD,https://www.nhs.uk/services/gp-surgery/medicus-health-partners/F85002
The Bounces Road Surgery,N9 7HD,https://www.nhs.uk/services/gp-surgery/the-bounces-road-surgery/F85044
Boundary House Surgery,N9 7HD,https://www.nhs.uk/services/gp-surgery/boundary-house-surgery/F85676
Baslow Health Centre,DE45 1SP,https://www.nhs.uk/services/gp-surgery/baslow-health-centre/C81013
Crich Medical Practice,DE4 5PB,https://www.nhs.uk/services/gp-surgery/crich-medical-practice/C81094
