gp,nhs_url,postcode,state,url
Polesworth Surgery,https://www.nhs.uk/services/gp-surgery/polesworth-surgery/M84007001,B78 1DU,1,http://www.dordonsurgery.co.uk/
Laurel House Surgery (Fazeley Branch),https://www.nhs.uk/services/gp-surgery/laurel-house-surgery-fazeley-branch/M83062001,B78 3JQ,1,http://www.laurelhousesurgery.co.uk/index.aspx
Dordon & Polesworth Group Practice,https://www.nhs.uk/services/gp-surgery/dordon-and-polesworth-group-practice/M84007,B78 1QA,1,http://www.dordonsurgery.co.uk/
Baddesley Ensor Health Centre,https://www.nhs.uk/services/gp-surgery/baddesley-ensor-health-centre/M84612001,CV9 2DE,0,
Pear Tree Surgery,https://www.nhs.uk/services/gp-surgery/pear-tree-surgery/M84006,B78 2NR,1,http://www.peartreesurgery.nhs.uk
Clare Guildhall Surgery,https://www.nhs.uk/services/gp-surgery/clare-guildhall-surgery/D83076,CO10 8NY,1,https://www.guildhallsurgery.co.uk
Stonehall Surgery,https://www.nhs.uk/services/gp-surgery/stonehall-surgery/D83060001,CO10 8NP,0,
The Langton Medical Group Whittington Branch Surgery,https://www.nhs.uk/services/gp-surgery/the-langton-medical-group-whittington-branch-surgery/M83030001,WS14 9LR,1,http://www.langtonmedicalgroup.co.uk
Throckley Primary Care Centre,https://www.nhs.uk/services/gp-surgery/throckley-primary-care-centre/A86026,NE15 9PA,-1,http://www.throckleyprimarycare.co.uk
Wideopen Medical Centre,https://www.nhs.uk/services/gp-surgery/wideopen-medical-centre/A87012,NE13 6LN,1,http://www.wideopenmedicalcentre.nhs.uk/
Woodlands Park Health Ctr,https://www.nhs.uk/services/gp-surgery/woodlands-park-health-ctr/A87017,NE13 6JJ,1,http://www.wphc.org.uk
Hyde Park Surgery,https://www.nhs.uk/services/gp-surgery/hyde-park-surgery/B86025,LS6 1SG,1,https://www.hydeparksurgery.co.uk/
Elsdon Avenue Surgery,https://www.nhs.uk/services/gp-surgery/elsdon-avenue-surgery/A84619,NE25 0BW,1,http://www.elsdonavenuesurgery.co.uk
Westbourne Surgery,https://www.nhs.uk/services/gp-surgery/westbourne-surgery/C3I6Q,NE25 0BE,1,https://www.valensmedical.co.uk
Chapel House Primary Care Centre,https://www.nhs.uk/services/gp-surgery/chapel-house-primary-care-centre/A86021001,NE5 1LJ,1,https://www.holmsidemedicalgroup.nhs.uk/
Wideopen Medical Centre,https://www.nhs.uk/services/gp-surgery/wideopen-medical-centre/A87012001,NE23 7HR,1,http://www.wideopenmedicalcentre.nhs.uk
Parkway Medical Group,https://www.nhs.uk/services/gp-surgery/parkway-medical-group/A86022,NE5 1LJ,1,http://www.parkwaymedicalgroup.nhs.uk
Guiseley And Yeadon Medical Practice,https://www.nhs.uk/services/gp-surgery/guiseley-and-yeadon-medical-practice/B86038,LS19 7PS,0,
Abbey Grange Medical Practice,https://www.nhs.uk/services/gp-surgery/abbey-grange-medical-practice/B86068,LS5 3JN,1,https://www.abbeygrangemedicalpractice.co.uk
Burley Park Medical Centre,https://www.nhs.uk/services/gp-surgery/burley-park-medical-centre/B86069,LS4 2EL,1,http://www.burleyparkmedicalcentre.co.uk/
"Morris Lane Surgery, Kirkstall Clinic",https://www.nhs.uk/services/gp-surgery/morris-lane-surgery-kirkstall-clinic/B86041001,LS5 3DB,1,http://www.vesperroadsurgery.co.uk/index.aspx
Fieldhead Surgery,https://www.nhs.uk/services/gp-surgery/fieldhead-surgery/N7C2A,LS18 4JY,1,https://www.cravenroad-medicalpractice.co.uk
Netherfield House,https://www.nhs.uk/services/gp-surgery/netherfield-house/A84037,NE23 7EF,1,http://www.netherfieldhousesurgery.co.uk/
Beaumont Park Surgery,https://www.nhs.uk/services/gp-surgery/beaumont-park-surgery/A87011,NE25 9XJ,-1,http://www.beaumontparkmedicalgroup.co.uk
Westrop Medical Practice,https://www.nhs.uk/services/gp-surgery/westrop-medical-practice/J83002,SN6 7DN,1,https://www.westropmedicalpractice.nhs.uk/
Trevelyan Drive,https://www.nhs.uk/services/gp-surgery/trevelyan-drive/A86003001,NE5 4BS,1,http://www.savillemed.co.uk
The Park Medical Group,https://www.nhs.uk/services/gp-surgery/the-park-medical-group/A86008001,NE3 2HB,1,http://www.parkmedicalgroup.co.uk
Woodstock Surgery,https://www.nhs.uk/services/gp-surgery/woodstock-surgery/K84042,OX20 1UB,1,https://www.woodstocksurgery.co.uk
Chingway Medical Practice,https://www.nhs.uk/services/gp-surgery/chingway-medical-practice/F86627001,E4 8YD,1,http://www.churchillmedical.nhs.uk/
Oakwood Medical Centre,https://www.nhs.uk/services/gp-surgery/oakwood-medical-centre/F85687,N14 4AQ,1,http://www.oakwoodmedicalcentren14.nhs.uk
Ashfield House (Annesley),https://www.nhs.uk/services/gp-surgery/ashfield-house-annesley/C84067,NG17 9JB,1,http://www.ashfieldhousesurgery.co.uk
Kirkby Community Primary Care Centre (3),https://www.nhs.uk/services/gp-surgery/kirkby-community-primary-care-centre-3/Y05690,NG17 7AE,1,https://midnottsgp.co.uk/
Family Medical Centre (Kirkby),https://www.nhs.uk/services/gp-surgery/family-medical-centre-kirkby/C84074,NG17 7BG,0,
"Health Care Complex, Kirkby",https://www.nhs.uk/services/gp-surgery/health-care-complex-kirkby/C84629,NG17 7BG,0,
Lowmoor Road Surgery,https://www.nhs.uk/services/gp-surgery/lowmoor-road-surgery/C84140,NG17 7BG,0,
Kirkby Health Centre,https://www.nhs.uk/services/gp-surgery/kirkby-health-centre/C84076,NG17 7LG,1,https://www.healthcentrekirkbyinashfield.co.uk
Dr Swan,https://www.nhs.uk/services/gp-surgery/dr-swan/E81040001,LU5 6PB,0,
Mallard Medical Practice,https://www.nhs.uk/services/gp-surgery/mallard-medical-practice/A87615,NE12 6HS,1,https://www.swarlandavenuesurgery.nhs.uk/
Wellspring Medical Pract.,https://www.nhs.uk/services/gp-surgery/wellspring-medical-pract/A87612,NE12 6HS,1,https://www.wellspringmedicalpractice.co.uk
49 Marine Avenue Surgery,https://www.nhs.uk/services/gp-surgery/49-marine-avenue-surgery/A87006,NE26 1NA,1,http://www.49marineavenuesurgery.nhs.uk
Merchiston Surgery,https://www.nhs.uk/services/gp-surgery/merchiston-surgery/J83001,SN3 4BF,0,
White Swan Surgery,https://www.nhs.uk/services/gp-surgery/white-swan-surgery/A87007002,NE12 6SS,1,http://stephensonparkhealth.co.uk/
Marine Avenue Medical Ctr,https://www.nhs.uk/services/gp-surgery/marine-avenue-medical-ctr/A87008,NE26 3LW,1,http://www.marineavenuemc-whitleybay.nhs.uk
Bridge Medical,https://www.nhs.uk/services/gp-surgery/bridge-medical/A87023,NE27 0HJ,1,http://bridgemedical.nhs.uk/
Northumberland Park Medical Group,https://www.nhs.uk/services/gp-surgery/northumberland-park-medical-group/A87022,NE27 0HJ,1,https://www.northumberlandparkmedicalgroup.nhs.uk
Park Parade Practice,https://www.nhs.uk/services/gp-surgery/park-parade-practice/A87600,NE26 1DU,1,http://www.parkparadesurgery-whitleybay.nhs.uk
Pickering Medical Practice,https://www.nhs.uk/services/gp-surgery/pickering-medical-practice/B82033,YO18 8BL,1,http://www.pickeringmedicalpractice.co.uk
New Islington Medical Centre,https://www.nhs.uk/services/gp-surgery/new-islington-medical-centre/P84064,M4 6EE,1,http://www.nismp.co.uk/
Ancoats Urban Village Medical Practice,https://www.nhs.uk/services/gp-surgery/ancoats-urban-village-medical-practice/P84673,M4 6EE,1,http://www.uvmp.co.uk/
Dr Me Silver's Practice,https://www.nhs.uk/services/gp-surgery/dr-me-silver-s-practice/F85666,N18 2LY,1,https://www.edmontonmedicalcentre.nhs.uk
MP Victoria Mill,https://www.nhs.uk/services/gp-surgery/mp-victoria-mill/Y01695,M40 7LH,1,http://www.victoriamillmedicalpractice.co.uk
Rochdale Road Surgey,https://www.nhs.uk/services/gp-surgery/rochdale-road-surgey/P84046001,M40 7GT,1,https://www.cheethamhillmedicalcentre.co.uk
Whitley Road Medical Centre,https://www.nhs.uk/services/gp-surgery/whitley-road-medical-centre/P84054,M40 7QH,1,http://www.whitleyroadmedicalcentre.co.uk/
THE Doc's Surgery,https://www.nhs.uk/services/gp-surgery/the-doc-s-surgery/P84683,M1 3LY,1,https://www.thedocsmanchester.co.uk
The Woodberry Practice,https://www.nhs.uk/services/gp-surgery/the-woodberry-practice/F85020,N21 3LE,1,http://www.thewoodberrypractice.com/
City Health Centre,https://www.nhs.uk/services/gp-surgery/city-health-centre/Y02849,M1 1PL,1,https://www.gtdhealthcare.co.uk/
Brunswick Medical Practice,https://www.nhs.uk/services/gp-surgery/brunswick-medical-practice/P84611,M13 9UJ,1,https://www.vallancebrunswickgroup.com
Ardwick Medical Practice,https://www.nhs.uk/services/gp-surgery/ardwick-medical-practice/P84037,M13 9UJ,0,
Vallance Medical,https://www.nhs.uk/services/gp-surgery/vallance-medical/P84005,M13 9UJ,1,https://www.vallancebrunswickgroup.com
Seascale Health Centre,https://www.nhs.uk/services/gp-surgery/seascale-health-centre/A82024,CA20 1PN,1,http://www.seascalehc.co.uk
Bassetlaw Sas Practice,https://www.nhs.uk/services/gp-surgery/bassetlaw-sas-practice/Y08082,DN22 7XF,0,
Crown House Surgery,https://www.nhs.uk/services/gp-surgery/crown-house-surgery/C84035,DN22 7XF,1,https://www.crownhousesurgery.co.uk
Kingfisher Family Practice,https://www.nhs.uk/services/gp-surgery/kingfisher-family-practice/C84013,DN22 7XF,1,http://www.kingfisherfamilypractice.co.uk
Riverside Health Centre,https://www.nhs.uk/services/gp-surgery/riverside-health-centre/C84094,DN22 6FB,1,http://riversidehealth.co.uk/
Larwood Surgery,https://www.nhs.uk/services/gp-surgery/larwood-surgery/C84001,S81 0HH,1,http://www.larwoodhealthpartnership.co.uk
Bawtry & Blyth Medical (Blyth),https://www.nhs.uk/services/gp-surgery/bawtry-and-blyth-medical-blyth/C84101001,S81 8EQ,1,http://www.bawtryandblythmedical.co.uk
Thornton Medical Centre,https://www.nhs.uk/services/gp-surgery/thornton-medical-centre/B86060,LS12 1JE,1,https://www.thorntonmedicalcentre.nhs.uk/
Priory View Medical Centre,https://www.nhs.uk/services/gp-surgery/priory-view-medical-centre/B86024,LS12 1HU,1,https://www.prioryviewmedicalcentre.co.uk
Westwood Primary Care Centre,https://www.nhs.uk/services/gp-surgery/westwood-primary-care-centre/Y05346,S80 2TR,1,http://www.larwoodhealthpartnership.co.uk/
Newgate Medical Group,https://www.nhs.uk/services/gp-surgery/newgate-medical-group/C84024,S80 1HP,1,https://www.newgatemedicalgroup.co.uk
The Village Surgery,https://www.nhs.uk/services/gp-surgery/the-village-surgery/C84001001,S81 9AR,1,http://www.larwoodhealthpartnership.co.uk
North Leverton Surgery,https://www.nhs.uk/services/gp-surgery/north-leverton-surgery/C84692,DN22 0AB,0,
Dr G Lees & Partners,https://www.nhs.uk/services/gp-surgery/dr-g-lees-and-partners/B86003,LS12 3HD,0,
Manor Park Surgery,https://www.nhs.uk/services/gp-surgery/manor-park-surgery/B86015,LS13 2UP,1,http://www.manorparksurgery.co.uk/
Bramley Village Health & Wellbeing Ctr,https://www.nhs.uk/services/gp-surgery/bramley-village-health-and-wellbeing-ctr/B86104,LS13 2BL,1,http://www.bramleyvillage.co.uk
Monkseaton Medical Centre,https://www.nhs.uk/services/gp-surgery/monkseaton-medical-centre/A87020,NE25 9PH,1,http://monkseatonmedical.nhs.uk/
Whitley Bay Health Centre,https://www.nhs.uk/services/gp-surgery/whitley-bay-health-centre/A87005,NE26 2ND,1,https://www.whitleybayhealthcentre.nhs.uk
Brunton Park,https://www.nhs.uk/services/gp-surgery/brunton-park/A86033,NE3 5NF,1,http://www.bruntonparkhc.nhs.uk/
Stephenson Park Health Group,https://www.nhs.uk/services/gp-surgery/stephenson-park-health-group/A87007,NE12 9BQ,1,http://www.stephensonparkhealth.co.uk/
New York Surgery,https://www.nhs.uk/services/gp-surgery/new-york-surgery/A87004001,NE29 8EA,1,https://collingwoodsurgery.nhs.uk/
Broadway Medical Centre,https://www.nhs.uk/services/gp-surgery/broadway-medical-centre/I9Q7V,NE3 5JP,0,
Coseley Medical Centre,https://www.nhs.uk/services/gp-surgery/coseley-medical-centre/M87021,WV14 9DJ,1,http://www.coseleymedicalcentre.nhs.uk/
West Farm Surgery,https://www.nhs.uk/services/gp-surgery/west-farm-surgery/A86005,NE12 8LS,1,http://www.westfarmsurgery.nhs.uk/
Park Medical Group,https://www.nhs.uk/services/gp-surgery/park-medical-group/A86008,NE3 2PE,1,http://www.parkmedicalgroup.co.uk
Priory Medical Group - Hadrian Park Branch,https://www.nhs.uk/services/gp-surgery/priory-medical-group-hadrian-park-branch/A87009001,NE28 9UX,1,http://www.priorymedical.org.uk
Cockfosters Medical Ctre,https://www.nhs.uk/services/gp-surgery/cockfosters-medical-ctre/F85016,EN4 9NB,1,http://www.cockfostersmedicalcentre.nhs.uk
Green Cedars Medical Centre,https://www.nhs.uk/services/gp-surgery/green-cedars-medical-centre/Y00612,N18 1RP,1,https://www.greencedarsmedicalcentre.com/
Whitwell Surgery,https://www.nhs.uk/services/gp-surgery/whitwell-surgery/E82626,SG4 8AG,1,https://www.whitwellsurgery@nhs.uk
Angel Surgery,https://www.nhs.uk/services/gp-surgery/angel-surgery/Y00057,N18 2FF,1,http://www.angelsurgeryn18.nhs.uk
Medicus Health Partners - Connaught,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-connaught/F0A8V,N13 5ST,1,http://www.connaughtsurgery.co.uk
JUBILEE HEALTHCARE,https://www.nhs.uk/services/gp-surgery/jubilee-healthcare/M86006,CV1 3GB,1,http://www.jubileehealthcarecoventry.nhs.uk/
Morecambe Surgery,https://www.nhs.uk/services/gp-surgery/morecambe-surgery/F85650,N18 1LA,1,http://www.morecambesurgery.nhs.uk/
Anerley Surgery,https://www.nhs.uk/services/gp-surgery/anerley-surgery/G84624,SE20 8TJ,0,
Robin Hood Surgery,https://www.nhs.uk/services/gp-surgery/robin-hood-surgery/G84029,SE20 7AB,0,
The Park Practice,https://www.nhs.uk/services/gp-surgery/the-park-practice/G84025,SE20 8QA,1,http://www.parkpracticeanerley.co.uk
South Bank Surgery,https://www.nhs.uk/services/gp-surgery/south-bank-surgery/B86035,LS10 2PT,1,https://www.southbank.surgery/
Dr S Hussain,https://www.nhs.uk/services/gp-surgery/dr-s-hussain/B86642,LS10 2PE,1,https://www.churchstreetsurgeryleeds.co.uk/
Oakfield Surgery,https://www.nhs.uk/services/gp-surgery/oakfield-surgery/G84625,SE20 8QA,1,http://www.oakfield-surgery.co.uk
AUCKLAND SURGERY,https://www.nhs.uk/services/gp-surgery/auckland-surgery/H83037,SE19 2DF,1,https://www.aucklandsurgery.co.uk
South Norwood Hill Medical Centre,https://www.nhs.uk/services/gp-surgery/south-norwood-hill-medical-centre/H83010,SE25 6BY,1,https://www.southnorwoodhillgp.org.uk/
St James' Practice,https://www.nhs.uk/services/gp-surgery/st-james-practice/G84028,BR3 4DG,1,http://www.stjamespractice.co.uk
Eden Park Surgery,https://www.nhs.uk/services/gp-surgery/eden-park-surgery/G84011,BR3 4DQ,0,
Beech Tree Medical Centre,https://www.nhs.uk/services/gp-surgery/beech-tree-medical-centre/B86655,LS13 4JH,1,http://www.beechtreemedicalcentreleeds.nhs.uk/
City View Medical Practice,https://www.nhs.uk/services/gp-surgery/city-view-medical-practice/B86002,LS11 8BS,1,http://www.cityviewmedicalpractice.co.uk
Leeds City Medical Practice,https://www.nhs.uk/services/gp-surgery/leeds-city-medical-practice/B86012,LS11 8LH,1,https://leeds-city-medical.gpsurgery.net/
Dr N Dumphy & Partners,https://www.nhs.uk/services/gp-surgery/dr-n-dumphy-and-partners/B86005,LS11 5HT,1,http://www.oakleymedicalpractice.nhs.uk
Glenlea Surgery,https://www.nhs.uk/services/gp-surgery/glenlea-surgery/B86050002,LS28 6PE,1,https://www.westleedsfamilypractice.co.uk/
Anfield Group Practice,https://www.nhs.uk/services/gp-surgery/anfield-group-practice/N82103,L6 0BB,1,https://www.anfieldgrouppractice.nhs.uk
TOWNSEND MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/townsend-medical-centre/N82052,L6 0BB,1,http://www.townsendmc.nhs.uk/
Tuxford Medical Centre,https://www.nhs.uk/services/gp-surgery/tuxford-medical-centre/C84008,NG22 0HT,1,https://healthattuxford.nhs.uk/
Riverside Gringley,https://www.nhs.uk/services/gp-surgery/riverside-gringley/C84094002,DN10 4QU,1,http://www.riversidehealth.co.uk
Lakeside Surgery,https://www.nhs.uk/services/gp-surgery/lakeside-surgery/C84001002,S81 9NW,1,http://www.larwoodhealthpartnership.co.uk/
Country Park Practice,https://www.nhs.uk/services/gp-surgery/country-park-practice/Y05317,SE25 5NT,1,http://www.countryparkpractice.nhs.uk
DENMARK ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/denmark-road-surgery/Y05318,SE25 5NT,1,http://www.denmarkroadsurgery.co.uk
Priory Medical Centre,https://www.nhs.uk/services/gp-surgery/priory-medical-centre/N82011,L6 4EW,0,
Abingdon Family Health Care Centre,https://www.nhs.uk/services/gp-surgery/abingdon-family-health-care-centre/N82086,L4 8SJ,1,https://www.abingdonmc.nhs.uk
Mere Lane Group Practice,https://www.nhs.uk/services/gp-surgery/mere-lane-group-practice/N82099,L5 0QW,1,http://www.merelanegroupractice.nhs.uk/
Fairfield Medical Centre,https://www.nhs.uk/services/gp-surgery/fairfield-medical-centre/N82113,L6 3BY,1,http://www.fairfieldmc.nhs.uk/
Dr A Gupta Benim Medical Centre,https://www.nhs.uk/services/gp-surgery/dr-a-gupta-benim-medical-centre/N82067,L6 3BY,1,http://www.benimmedicalcentre.nhs.uk/
Middleton Lodge Practice,https://www.nhs.uk/services/gp-surgery/middleton-lodge-practice/C84021,NG22 9SZ,1,http://www.middletonlodgepractice.co.uk/
Riverside Harworth,https://www.nhs.uk/services/gp-surgery/riverside-harworth/C84094001,DN11 8JT,1,http://riversidehealth.co.uk/
The Colliery Surgery,https://www.nhs.uk/services/gp-surgery/the-colliery-surgery/C86013001,DN11 8JT,0,
Bawtry And Blyth Medical,https://www.nhs.uk/services/gp-surgery/bawtry-and-blyth-medical/C84101,DN10 6RQ,1,http://www.bawtryandblythmedical.co.uk
The Mayflower Medical Practice,https://www.nhs.uk/services/gp-surgery/the-mayflower-medical-practice/C86009,DN10 6RQ,1,http://www.mayflowermedicalpractice.nhs.uk
WALTON VILLAGE MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/walton-village-medical-centre/N82668,L4 6TW,1,http://www.waltonvillagemc.nhs.uk
GREAT HOMER STREET MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/great-homer-street-medical-centre/N82669,L5 0QW,1,http://www.greathomerstreetsurgery.nhs.uk
Kirkdale Medical Centre,https://www.nhs.uk/services/gp-surgery/kirkdale-medical-centre/N82101,L4 4QJ,0,
Dinnington Group Practice,https://www.nhs.uk/services/gp-surgery/dinnington-group-practice/C87002001,S81 8RJ,1,http://www.dinningtongrouppractice.co.uk/
Major Oak Medical Practice,https://www.nhs.uk/services/gp-surgery/major-oak-medical-practice/C84113,NG21 9QS,1,http://www.majoroakmedicalpractice.co.uk
Battle Hill Health Centre,https://www.nhs.uk/services/gp-surgery/battle-hill-health-centre/A87029001,NE28 9DX,1,http://parkroadpracticewallsend.nhs.uk/
Lane End Surgery,https://www.nhs.uk/services/gp-surgery/lane-end-surgery/A86016,NE7 7XX,1,http://www.laneendsurgery.co.uk
Regent Medical Centre,https://www.nhs.uk/services/gp-surgery/regent-medical-centre/A86028,NE3 1DQ,1,http://www.regentmedicalcentre.co.uk
Hillsview Surgery,https://www.nhs.uk/services/gp-surgery/hillsview-surgery/A86017001,NE3 3LB,0,
Swarland Avenue Surgery,https://www.nhs.uk/services/gp-surgery/swarland-avenue-surgery/A86041,NE7 7TD,1,https://www.swarlandavenuesurgery.nhs.uk/
The Village Green Surgery,https://www.nhs.uk/services/gp-surgery/the-village-green-surgery/A87016,NE28 6BB,1,http://www.villagegreensurgery-wallsend.nhs.uk
Gosforth Memorial Med.Ctr,https://www.nhs.uk/services/gp-surgery/gosforth-memorial-med-ctr/A86036,NE3 1TX,1,http://www.gosforthmemorial.nhs.uk/
Priory Medical Group - Tynemouth Branch,https://www.nhs.uk/services/gp-surgery/priory-medical-group-tynemouth-branch/A87009002,NE30 4HD,1,https://www.priorymedical.org.uk
Kenton Medical Centre (Betts Avenue Medical Centre),https://www.nhs.uk/services/gp-surgery/kenton-medical-centre-betts-avenue-medical-centre/A86030001,NE3 3QP,1,http://www.bettsavenue.nhs.uk/
