gp,nhs_url
Louisa Surgery,https://www.nhs.uk/services/gp-surgery/louisa-surgery/A83073001
Stanley Medical Group,https://www.nhs.uk/services/gp-surgery/stanley-medical-group/A83023
Stamfordham Surgery,https://www.nhs.uk/services/gp-surgery/stamfordham-surgery/A84042001
Homestead,https://www.nhs.uk/services/gp-surgery/homestead/B87022
Field Road Surgery,https://www.nhs.uk/services/gp-surgery/field-road-surgery/C86037
Lupset Health Centre,https://www.nhs.uk/services/gp-surgery/lupset-health-centre/B87008
Whitby Group Practice,https://www.nhs.uk/services/gp-surgery/whitby-group-practice/B82017
"The Medical Centre, Driffield",https://www.nhs.uk/services/gp-surgery/the-medical-centre-driffield/B81092
Sandsend Surgery,https://www.nhs.uk/services/gp-surgery/sandsend-surgery/B82101001
Willington Surgery,https://www.nhs.uk/services/gp-surgery/willington-surgery/C81057
CASTLE DONINGTON SURGERY,https://www.nhs.uk/services/gp-surgery/castle-donington-surgery/C82007
Park Avenue Surgery,https://www.nhs.uk/services/gp-surgery/park-avenue-surgery/A81018001
Zetland Medical Practice,https://www.nhs.uk/services/gp-surgery/zetland-medical-practice/A81048
Seascale Health Centre,https://www.nhs.uk/services/gp-surgery/seascale-health-centre/A82024
Sawley Branch Surgery,https://www.nhs.uk/services/gp-surgery/sawley-branch-surgery/C81010001
West Hallam Medical Ctr,https://www.nhs.uk/services/gp-surgery/west-hallam-medical-ctr/C81046
Adam House Medical Centre,https://www.nhs.uk/services/gp-surgery/adam-house-medical-centre/C81026
The Dales Medical Centre,https://www.nhs.uk/services/gp-surgery/the-dale-medical-practice/P86609
College Street Medical Practice,https://www.nhs.uk/services/gp-surgery/college-street-medical-practice/C81097
Brotton Surgery,https://www.nhs.uk/services/gp-surgery/brotton-surgery/A81013
Woodside Surgery,https://www.nhs.uk/services/gp-surgery/woodside-medical-centre/P86012
Ringmead Medical Practice - Birch Hill ,https://www.nhs.uk/services/gp-surgery/ringmead-medical-practice-birch-hill/K81030001
Burton Medical Centre,https://www.nhs.uk/services/gp-surgery/burton-medical-centre/J81056002
Forest Health Group,https://www.nhs.uk/services/gp-surgery/forest-health-group/K81610001
Easthampstead Surgery,https://www.nhs.uk/services/gp-surgery/easthampstead-surgery/K81087
Binfield Surgery,https://www.nhs.uk/services/gp-surgery/binfield-surgery/K81060
Crown Wood Medical Centre,https://www.nhs.uk/services/gp-surgery/crown-wood-medical-centre/K81656
Christchurch Medical Practice,https://www.nhs.uk/services/gp-surgery/christchurch-medical-practice/J81056
Farmhouse Surgery,https://www.nhs.uk/services/gp-surgery/farmhouse-surgery/J81057
The Barn Surgery,https://www.nhs.uk/services/gp-surgery/the-barn-surgery/J81056001
Evergreen Practice,https://www.nhs.uk/services/gp-surgery/evergreen-practice/K81657
Holly Bush Health Centre,https://www.nhs.uk/services/gp-surgery/holly-bush-health-centre/C86029001
Arksey Lane Surgery,https://www.nhs.uk/services/gp-surgery/arksey-lane-surgery/C86032001
The Barnby Dun Surgery,https://www.nhs.uk/services/gp-surgery/the-barnby-dun-surgery/C86037001
The Ransome Practice,https://www.nhs.uk/services/gp-surgery/the-ransome-practice/C86002
The Kingthorne Group Practice,https://www.nhs.uk/services/gp-surgery/kingthorne-group-practice/C86017
Don Valley Healthcare,https://www.nhs.uk/services/gp-surgery/don-valley-healthcare/C86023
The Sandringham Practice,https://www.nhs.uk/services/gp-surgery/sandringham-medical-centre/N82641
Petersgate Medical Centre,https://www.nhs.uk/services/gp-surgery/petersgate-medical-centre/C86038
Scawthorpe Clinic,https://www.nhs.uk/services/gp-surgery/scawthorpe-clinic/C86002001
Longroyde Surgery,https://www.nhs.uk/services/gp-surgery/longroyde-surgery/B84623
Liversedge Medical Centre,https://www.nhs.uk/services/gp-surgery/liversedge-medical-centre/B85612
"Broad Street Surgery- Drs Sihota, Nahl & Dosanjh",https://www.nhs.uk/services/gp-surgery/broad-street-surgery-drs-sihota-nahl-and-dosanjh/M86624001
Paradise Medical Centre,https://www.nhs.uk/services/gp-surgery/paradise-medical-centre/M86045
ASA Medical Group,https://www.nhs.uk/services/gp-surgery/asa-medical-group/C86609
Holyhead Surgery,https://www.nhs.uk/services/gp-surgery/holyhead-surgery/M86016001
St Luke’s Branch Surgery ,https://www.nhs.uk/services/gp-surgery/st-luke%E2%80%99s-branch-surgery/C82009001
Cape Hill Medical Centre,https://www.nhs.uk/services/gp-surgery/cape-hill-medical-centre/M88006
The St.Clements Surgery,https://www.nhs.uk/services/gp-surgery/the-st-clements-surgery/M85053
Cranes Park Road Surgery,https://www.nhs.uk/services/gp-surgery/cranes-park-road-surgery/M85097
Coventry Road Practice,https://www.nhs.uk/services/gp-surgery/coventry-road-practice/M89021
Church Road Surgery,https://www.nhs.uk/services/gp-surgery/church-road-medical-practice/N85633
Colsterworth Surgery,https://www.nhs.uk/services/gp-surgery/colsterworth-surgery/C83053
The Ivy Medical Group,https://www.nhs.uk/services/gp-surgery/the-ivy-medical-group/C84646
The Bassingham Surgery,https://www.nhs.uk/services/gp-surgery/the-bassingham-surgery/C83611
Garretts Green Lane Surgery,https://www.nhs.uk/services/gp-surgery/garretts-green-lane-surgery/M85694
Raydocs Newtown,https://www.nhs.uk/services/gp-surgery/raydocs-newtown/M85020
Foundry Healthcare Lewes,https://www.nhs.uk/services/gp-surgery/foundry-healthcare-lewes/G81021
Foundry Healthcare Lewes - St Andrew''s,https://www.nhs.uk/services/gp-surgery/foundry-healthcare-lewes-st-andrew-s/G81021001
Southwell Medical Centre,https://www.nhs.uk/services/gp-surgery/southwell-medical-centre/C84049
Apple Tree Medical Practice,https://www.nhs.uk/services/gp-surgery/appletree-medical-practice/C81048
Glenside Country Practice - Corby Glen,https://www.nhs.uk/services/gp-surgery/glenside-country-practice-corby-glen/C83024002
Empingham Medical Centre,https://www.nhs.uk/services/gp-surgery/empingham-medical-centre/C82044
Rycroft Primary Care Centre,https://www.nhs.uk/services/gp-surgery/rycroft-primary-care-centre/B87016001
Grange Road Medical Practice,https://www.nhs.uk/services/gp-surgery/grange-road-medical-practice/F0K0J
Elvaston Road Surgery,https://www.nhs.uk/services/gp-surgery/elvaston-road-surgery/A85616002
Willington Medical Group,https://www.nhs.uk/services/gp-surgery/willington-medical-group/A83003
Southmoor Surgery,https://www.nhs.uk/services/gp-surgery/southmoor-surgery/B87006002
White Rose Surgery,https://www.nhs.uk/services/gp-surgery/white-rose-surgery/B87016
Hollyhurst Medical Centre,https://www.nhs.uk/services/gp-surgery/hollyhurst-medical-centre/A85616
Oldwell Surgery,https://www.nhs.uk/services/gp-surgery/oldwell-surgery/A85018
Throckley Primary Care Centre,https://www.nhs.uk/services/gp-surgery/throckley-primary-care-centre/A86026
The Wolds View Primary Care Centre,https://www.nhs.uk/services/gp-surgery/the-wolds-view-primary-care-centre/Q5E1C
Drs Reddy and Nunn,https://www.nhs.uk/services/gp-surgery/drs-reddy-and-nunn/B81069
Humber Primary Care,https://www.nhs.uk/services/gp-surgery/humber-primary-care/B81006
Appletree Medical Practice,https://www.nhs.uk/services/gp-surgery/appletree-medical-practice/C81048
The Moir Medical Centre,https://www.nhs.uk/services/gp-surgery/the-moir-medical-centre/C81010
The Aitune Medical Practice,https://www.nhs.uk/services/gp-surgery/the-aitune-medical-practice/C81023
Kirk Hallam Surgery,https://www.nhs.uk/services/gp-surgery/kirk-hallam-surgery/C81021001
Winshill,https://www.nhs.uk/services/gp-surgery/winshill/Y00078
Toton Branch Surgery,https://www.nhs.uk/services/gp-surgery/toton-branch-surgery/C81010002
Scots Gap Medical Group,https://www.nhs.uk/services/gp-surgery/scots-gap-medical-group/A84042
Manor House Surgery @ Flamborough Branch Site,https://www.nhs.uk/services/gp-surgery/manor-house-surgery-@-flamborough-branch-site/B81006001
Fellview Healthcare,https://www.nhs.uk/services/gp-surgery/fellview-healthcare/A82044
The Waterfield Practice,https://www.nhs.uk/services/gp-surgery/the-waterfield-practice/K81001
Bracknell Urgent Care Centre ,https://www.nhs.uk/services/gp-surgery/bracknell-urgent-care-centre/Y04538
Stour Surgery,https://www.nhs.uk/services/gp-surgery/stour-surgery/J81066
Selsey Medical Practice,https://www.nhs.uk/services/gp-surgery/selsey-medical-practice/H82037
Stainland Road Medical Centre,https://www.nhs.uk/services/gp-surgery/stainland-road-medical-centre/B84009
Carrington House Surgery,https://www.nhs.uk/services/gp-surgery/carrington-house-surgery/K82044
Chiltern House Med Centre,https://www.nhs.uk/services/gp-surgery/chiltern-house-med-centre/K82020
Bankfield Surgery,https://www.nhs.uk/services/gp-surgery/bankfield-surgery/B84016
Rastrick Health Centre,https://www.nhs.uk/services/gp-surgery/rastrick-health-centre/B84014
Cressex Health Centre - Lynton House,https://www.nhs.uk/services/gp-surgery/cressex-health-centre-lynton-house/K82603002
Alliance Teaching Practices,https://www.nhs.uk/services/gp-surgery/alliance-teaching-practices/Y04965
Edgwick Medical Centre,https://www.nhs.uk/services/gp-surgery/edgwick-medical-centre/M86633
Moseley Avenue Surgery,https://www.nhs.uk/services/gp-surgery/moseley-avenue-surgery/M86018
Victoria Health Centre,https://www.nhs.uk/services/gp-surgery/victoria-medical-centre-pms-practice/C85033
Victoria Road Medical Ctr,https://www.nhs.uk/services/gp-surgery/victoria-road-medical-ctr/M85676
Pearl Medical Centre,https://www.nhs.uk/services/gp-surgery/pearl-medical-practice/E84701
The Sheldon Medical Centre,https://www.nhs.uk/services/gp-surgery/the-sheldon-medical-centre/M85770
Burbury Medical Centre,https://www.nhs.uk/services/gp-surgery/burbury-medical-centre/M85701
Modality Enki Medical Practice,https://www.nhs.uk/services/gp-surgery/modality-enki-medical-practice/M85178
Newburn Surgery,https://www.nhs.uk/services/gp-surgery/newburn-surgery/A86038
Chainbridge Medical Partnership,https://www.nhs.uk/services/gp-surgery/chainbridge-medical-partnership/A85010
Sunniside Surgery,https://www.nhs.uk/services/gp-surgery/sunniside-surgery/A85617
Swan Surgery,https://www.nhs.uk/services/gp-surgery/swan-surgery/D83610
Sandal Castle Medical Centre,https://www.nhs.uk/services/gp-surgery/sandal-castle-medical-centre/B87017001
The Guildhall and Barrow Surgery,https://www.nhs.uk/services/gp-surgery/the-guildhall-and-barrow-surgery/D83013
Angel Hill Surgery,https://www.nhs.uk/services/gp-surgery/angel-hill-surgery/D83005
Langthwaite Surgery,https://www.nhs.uk/services/gp-surgery/langthwaite-surgery/B87036
Saxon Cross Surgery,https://www.nhs.uk/services/gp-surgery/saxon-cross-surgery/C84042
The Linden Medical Group,https://www.nhs.uk/services/gp-surgery/the-linden-medical-group/C84107
Newhall Surgery,https://www.nhs.uk/services/gp-surgery/newhall-surgery/C81020
Bellingham Practice,https://www.nhs.uk/services/gp-surgery/bellingham-practice/A84027
Valens Medical Partnership,https://www.nhs.uk/services/gp-surgery/valens-medical-partnership/A84036
Woodville Surgery,https://www.nhs.uk/services/gp-surgery/woodville-surgery/C81060
Castle Medical Group,https://www.nhs.uk/services/gp-surgery/the-castle-medical-group/P81100
Heartwood Medical Practice,https://www.nhs.uk/services/gp-surgery/heartwood-medical-practice/Y01812
Arthur Medical Centre,https://www.nhs.uk/services/gp-surgery/arthur-medical-centre/C81017
Swadlincote Surgery,https://www.nhs.uk/services/gp-surgery/swadlincote-surgery/C81032
Greystoke Surgery,https://www.nhs.uk/services/gp-surgery/greystoke-surgery/A84031
Gas House Lane Surgery,https://www.nhs.uk/services/gp-surgery/gas-house-lane-surgery/A84039
Pegswood Surgery,https://www.nhs.uk/services/gp-surgery/pegswood-surgery/A84036003
Lintonville Medical Group,https://www.nhs.uk/services/gp-surgery/lintonville-medical-group/A5V4K
GuidePost Medical Group,https://www.nhs.uk/services/gp-surgery/guidepost-medical-group/A84020
The Gainsborough Practice,https://www.nhs.uk/services/gp-surgery/the-gainsborough-practice/G7D2E
Oakridge Surgery,https://www.nhs.uk/services/gp-surgery/oakridge-surgery/J81049001
Woodlea House Surgery,https://www.nhs.uk/services/gp-surgery/woodlea-house-surgery/J81633
Littledown Surgery,https://www.nhs.uk/services/gp-surgery/littledown-surgery/J81067
Wye Valley Surgery,https://www.nhs.uk/services/gp-surgery/wye-valley-surgery/K82030
Cherrymead Surgery,https://www.nhs.uk/services/gp-surgery/cherrymead-surgery/K82029
Cook Lane Surgery,https://www.nhs.uk/services/gp-surgery/cook-lane-surgery/B85619
Seaton Park Medical Group-Newbiggin Branch,https://www.nhs.uk/services/gp-surgery/seaton-park-medical-group-newbiggin-branch/A84028002
Newbiggin Health Centre,https://www.nhs.uk/services/gp-surgery/newbiggin-health-centre/A84036001
Seaton Park Medical Group,https://www.nhs.uk/services/gp-surgery/seaton-park-medical-group/A84028
Engleton House Surgery,https://www.nhs.uk/services/gp-surgery/engleton-house-surgery/M86009
Wolvey Surgery,https://www.nhs.uk/services/gp-surgery/wolvey-surgery/C82054002
Coventry GP Group of Practices,https://www.nhs.uk/services/gp-surgery/coventry-gp-group-of-practices/M86624
Creech,https://www.nhs.uk/services/gp-surgery/creech/L85609
Ward End Medical Centre,https://www.nhs.uk/services/gp-surgery/ward-end-medical-centre/M85066
Sheldon Surgery,https://www.nhs.uk/services/gp-surgery/sheldon-surgery/M89027001
The Limes Medical Centre - Finch Road Branch,https://www.nhs.uk/services/gp-surgery/the-limes-medical-centre-finch-road-branch/M85024002
Finch Road Primary Care Centre,https://www.nhs.uk/services/gp-surgery/finch-road-primary-care-centre/M85154
Downsfield Medical Centre,https://www.nhs.uk/services/gp-surgery/downsfield-medical-centre/M85717
Arran Medical Centre Branch Surgery,https://www.nhs.uk/services/gp-surgery/arran-medical-centre-branch-surgery/M89013001
Laurie Pike Health Centre,https://www.nhs.uk/services/gp-surgery/laurie-pike-health-centre/M85069
Blaydon Primary Care Centre,https://www.nhs.uk/services/gp-surgery/blaydon-primary-care-centre/H0U9T
Whickham Cottage Medical Centre,https://www.nhs.uk/services/gp-surgery/whickham-cottage-medical-centre/A85020
STATION VIEW MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/station-view-medical-centre/A83015
Bishopgate Medical Centre,https://www.nhs.uk/services/gp-surgery/bishopgate-medical-centre/A83025
Victoria Surgery,https://www.nhs.uk/services/gp-surgery/victoria-road-surgery/P87040001
Chapelthorpe,https://www.nhs.uk/services/gp-surgery/chapelthorpe/B87020
South Hiendley Surgery,https://www.nhs.uk/services/gp-surgery/south-hiendley-surgery/B87016002
Ossett Surgery,https://www.nhs.uk/services/gp-surgery/ossett-surgery/B87031
Wellington House,https://www.nhs.uk/services/gp-surgery/wellington-house/B85015
Batley Health Centre Surgery,https://www.nhs.uk/services/gp-surgery/batley-health-centre-surgery/B85008
Cherry Tree Surgery,https://www.nhs.uk/services/gp-surgery/cherry-tree-surgery/B85655
Bedlingtonshire Med.Group,https://www.nhs.uk/services/gp-surgery/bedlingtonshire-med-group/A84005
Dr Webb And Partners,https://www.nhs.uk/services/gp-surgery/dr-webb-and-partners/C81022
Littlewick Medical Centre,https://www.nhs.uk/services/gp-surgery/littlewick-medical-centre/C81061
Gladstone House Surgery,https://www.nhs.uk/services/gp-surgery/gladstone-house-surgery/C81115
HILLSIDE MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/hillside-medical-centre/C81026001
The Gables Medical Group,https://www.nhs.uk/services/gp-surgery/the-gables-medical-group/A84013
Hickings Lane Medical Ctr,https://www.nhs.uk/services/gp-surgery/hickings-lane-medical-ctr/C84705
Chilwell Meadows Surgery,https://www.nhs.uk/services/gp-surgery/chilwell-meadows-surgery/C84120001
Country House,https://www.nhs.uk/services/gp-surgery/country-house/C82102003
Old Station Surgery,https://www.nhs.uk/services/gp-surgery/old-station-surgery/C81021
The Simpson Centre,https://www.nhs.uk/services/gp-surgery/simpson-medical-practice/Y02520
Millbarn Medical Centre,https://www.nhs.uk/services/gp-surgery/millbarn-medical-centre/K82011
Bankfield Surgery at Rosemount House,https://www.nhs.uk/services/gp-surgery/bankfield-surgery-at-rosemount-house/B84016001
Brookroyd House,https://www.nhs.uk/services/gp-surgery/brookroyd-house/B85014
Undercliffe Surgery,https://www.nhs.uk/services/gp-surgery/undercliffe-surgery/B85012
The Gables Medical Group ,https://www.nhs.uk/services/gp-surgery/the-gables-medical-group/A84013
Railway Medical Group,https://www.nhs.uk/services/gp-surgery/railway-medical-group/A84009
Marine Medical Group,https://www.nhs.uk/services/gp-surgery/marine-medical-group/A84014
Railway Medical Group – Blyth Health Centre branch,https://www.nhs.uk/services/gp-surgery/railway-medical-group-%E2%80%93-blyth-health-centre-branch/A84009002
Berrow Branch Surgery,https://www.nhs.uk/services/gp-surgery/berrow-branch-surgery/L85016001
